customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalChargesPerTenure,TenureGroup,MonthlyChargePerTenure,ChurnNumeric,ServiceCount,MonthlyChargePerService,TotalServiceCount,MonthlyChargePerTotalService,ServiceDensity,TotalChargesPerService
7636-PEPNS,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,No,41.60431034482759,4-5 Years,0.7603448275862069,0,2,22.05,3,14.7,0.0517241379310344,804.35
4683-WYDOU,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,No,111.49516129032257,5-6 Years,1.7354838709677418,0,7,15.37142857142857,8,13.45,0.1290322580645161,864.0875
9052-DHNKM,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,No,60.84423076923077,2-4 Years,2.3673076923076923,0,5,12.31,6,10.258333333333333,0.2307692307692307,263.65833333333336
6794-HKIAJ,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,No,90.1040322580645,5-6 Years,1.4629032258064516,0,6,15.116666666666667,7,12.957142857142856,0.1129032258064516,798.0642857142857
5578-NKCXI,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,No,100.80431034482758,4-5 Years,1.7112068965517242,0,6,16.541666666666668,7,14.178571428571429,0.1206896551724138,835.2357142857143
1642-HMARX,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,No,94.48088235294118,5-6 Years,1.348529411764706,0,9,10.18888888888889,10,9.17,0.1470588235294117,642.47
3096-WPXBT,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,No,98.66639344262295,5-6 Years,1.6508196721311477,0,7,14.385714285714286,8,12.5875,0.1311475409836065,752.33125
8434-PNQZX,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,No,80.31904761904762,2-4 Years,1.8678571428571429,0,7,11.207142857142856,8,9.80625,0.1904761904761904,421.675
5950-AAAGJ,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,No,85.4388888888889,1-2 Years,4.683333333333334,0,4,21.075,5,16.86,0.2777777777777778,307.58000000000004
4299-OPXEJ,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,No,19.295535714285712,4-5 Years,0.3491071428571429,0,1,19.55,1,19.55,0.0178571428571428,1080.55
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,Yes,88.8,0-1 Year,22.2375,1,5,17.79,6,14.825,1.5,59.199999999999996
9618-LFJRU,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,No,20.7125,0-1 Year,5.1125,0,1,20.45,1,20.45,0.25,82.85
6693-DJWTY,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,No,57.612857142857145,2-4 Years,1.5885714285714283,0,4,13.9,5,11.12,0.1428571428571428,403.29
0744-GKNGE,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,No,83.23828125,5-6 Years,1.35625,0,5,17.36,6,14.466666666666669,0.09375,887.875
6447-EGDIV,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,No,22.04032258064516,2-4 Years,0.6758064516129032,0,1,20.95,1,20.95,0.032258064516129,683.25
1167-OYZJF,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,No,18.851492537313433,5-6 Years,0.2992537313432836,0,1,20.05,1,20.05,0.0149253731343283,1263.05
2108-YKQTY,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,Yes,37.825,0-1 Year,12.675,1,3,16.900000000000002,4,12.675,1.0,37.825
4806-DXQCE,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,No,110.20928571428571,5-6 Years,1.6235714285714289,0,9,12.627777777777778,10,11.365,0.1428571428571428,771.4649999999999
4918-QLLIW,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,Yes,62.9,0-1 Year,17.8,1,3,17.8,4,13.35,1.3333333333333333,47.175
7056-IMHCC,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,Yes,104.70566037735848,4-5 Years,1.9226415094339624,1,6,16.983333333333334,7,14.55714285714286,0.1320754716981132,792.7714285714285
4854-SSLTN,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,No,65.25,0-1 Year,29.75,0,5,11.9,6,9.916666666666666,3.0,21.75
5294-DMSFH,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,No,90.40517241379311,2-4 Years,3.027586206896552,0,4,21.95,5,17.56,0.1724137931034483,524.35
4837-PZTIC,Female,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,No,39.898936170212764,2-4 Years,0.8914893617021277,0,4,10.475,5,8.379999999999999,0.1063829787234042,375.05
1625-JAIIY,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,Yes,83.61470588235295,5-6 Years,1.2205882352941178,1,4,20.75,5,16.6,0.0735294117647058,1137.16
0603-OLQDC,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,No,69.79166666666667,0-1 Year,5.820833333333333,0,5,13.97,6,11.641666666666666,0.5,139.58333333333334
3272-VUHPV,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,No,50.1875,0-1 Year,7.0375,0,4,14.075,5,11.26,0.625,80.3
4176-FXYBO,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,No,113.31388888888888,4-5 Years,2.0287037037037035,0,8,13.69375,9,12.172222222222222,0.1666666666666666,679.8833333333333
1063-DHQJF,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,No,93.92608695652173,5-6 Years,1.3355072463768116,0,5,18.43,6,15.358333333333334,0.0869565217391304,1080.1499999999999
8663-UPDGF,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,No,69.2326923076923,2-4 Years,2.673076923076923,0,6,11.583333333333334,7,9.928571428571429,0.2692307692307692,257.15
6719-FGEDO,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,No,98.66944444444444,5-6 Years,1.3472222222222223,0,7,13.857142857142858,8,12.125,0.1111111111111111,888.025
1837-YQUCE,Female,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,No,60.20357142857143,5-6 Years,0.8335714285714286,0,6,9.725,7,8.335714285714285,0.1,602.0357142857143
2947-DOMLJ,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,Yes,50.6,0-1 Year,50.6,1,3,16.866666666666667,4,12.65,4.0,12.65
4112-LUEIZ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes,86.31,0-1 Year,8.95,1,4,22.375,5,17.9,0.5,172.62
0369-ZGOVK,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,No,71.15,2-4 Years,2.5142857142857147,0,2,35.2,3,23.46666666666667,0.1071428571428571,664.0666666666667
4510-HIMLV,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,69.8,0-1 Year,69.8,1,2,34.9,3,23.266666666666666,3.0,23.266666666666666
9919-KNPOO,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,No,92.77857142857142,1-2 Years,4.490476190476191,0,5,18.86,6,15.716666666666669,0.2857142857142857,324.72499999999997
8749-JMNKX,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,Yes,93.15588235294118,4-5 Years,1.8392156862745097,1,6,15.633333333333333,7,13.4,0.1372549019607843,678.7071428571428
7872-BAAZR,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,No,19.016981132075472,4-5 Years,0.3688679245283019,0,1,19.55,1,19.55,0.0188679245283018,1007.9
9391-LMANN,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,No,95.03584905660377,4-5 Years,1.810377358490566,0,6,15.991666666666667,7,13.707142857142856,0.1320754716981132,719.5571428571428
2430-USGXP,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,Yes,99.65833333333335,1-2 Years,4.210416666666666,1,6,16.841666666666665,7,14.435714285714283,0.2916666666666667,341.6857142857143
8174-TBVCF,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,No,97.98642857142858,5-6 Years,1.3542857142857143,0,9,10.533333333333331,10,9.48,0.1428571428571428,685.905
1698-XFZCI,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,No,106.91639344262295,5-6 Years,1.7663934426229508,0,8,13.46875,9,11.97222222222222,0.1475409836065573,724.6555555555556
1877-HKBQX,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,No,56.16818181818182,0-1 Year,4.963636363636364,0,4,13.65,5,10.92,0.4545454545454545,123.57000000000001
4450-DLLMH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,No,78.875,0-1 Year,35.65,0,2,35.65,3,23.766666666666666,1.5,52.583333333333336
0428-AXXLJ,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,No,20.651999999999997,2-4 Years,0.78,0,1,19.5,1,19.5,0.04,516.3
2746-DIJLO,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,No,57.65853658536585,2-4 Years,1.373170731707317,0,4,14.075,5,11.26,0.1219512195121951,472.8
5955-ERIHD,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,Yes,93.775,1-2 Years,5.261111111111111,1,5,18.94,6,15.783333333333331,0.3333333333333333,281.325
0917-EZOLA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,Yes,106.80486111111111,5-6 Years,1.446527777777778,1,7,14.87857142857143,8,13.01875,0.1111111111111111,961.24375
3508-VLHCZ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,No,87.87394366197184,5-6 Years,1.2753521126760563,0,9,10.06111111111111,10,9.055,0.1408450704225352,623.905
4086-ATNFV,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,No,60.06029411764706,2-4 Years,1.788235294117647,0,5,12.16,6,10.133333333333333,0.1764705882352941,340.34166666666664
0468-YRPXN,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,No,96.79655172413793,2-4 Years,3.4068965517241376,0,6,16.466666666666665,7,14.114285714285714,0.2413793103448276,401.0142857142857
5996-NRVXR,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,No,102.92,2-4 Years,2.4537500000000003,0,7,14.021428571428572,8,12.26875,0.2,514.6
3739-YBWAB,Male,0,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,No,36.609722222222224,2-4 Years,0.9819444444444444,0,3,11.783333333333331,4,8.8375,0.1111111111111111,329.4875
7047-FWEYA,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,No,99.8836956521739,2-4 Years,2.242391304347826,0,7,14.735714285714286,8,12.89375,0.1739130434782608,574.33125
2000-MPKCA,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,No,109.1853448275862,4-5 Years,1.8577586206896552,0,8,13.46875,9,11.97222222222222,0.1551724137931034,703.6388888888889
9762-YAQAA,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,No,82.40384615384616,2-4 Years,2.087179487179488,0,4,20.35,5,16.28,0.1282051282051282,642.75
5949-EBSQK,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,Yes,57.3875,0-1 Year,15.3625,1,4,15.3625,5,12.29,1.25,45.910000000000004
5473-KHBPS,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,No,95.6951923076923,4-5 Years,1.8403846153846155,0,6,15.95,7,13.671428571428573,0.1346153846153846,710.8785714285714
0100-DUVFC,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,No,104.41357142857143,5-6 Years,1.497142857142857,0,7,14.971428571428572,8,13.1,0.1142857142857142,913.61875
5397-TUPSH,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,No,70.08,5-6 Years,1.0915384615384616,0,2,35.475,3,23.65,0.0461538461538461,1518.3999999999999
8950-MTZNV,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,No,44.95,0-1 Year,44.95,0,2,22.475,3,14.983333333333334,3.0,14.983333333333334
0326-VDYXE,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,No,99.75,5-6 Years,1.395,0,6,16.275000000000002,7,13.95,0.1,997.5
6773-LQTVT,Female,1,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,No,35.35,2-4 Years,1.2293103448275862,0,3,11.883333333333333,4,8.9125,0.1379310344827586,256.2875
7274-RTAPZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Yes,90.55,0-1 Year,90.55,1,4,22.6375,5,18.11,5.0,18.11
0436-TWFFZ,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,No,85.2865671641791,5-6 Years,1.2723880597014925,0,8,10.65625,9,9.47222222222222,0.1343283582089552,634.911111111111
8566-YPRGL,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,No,19.5,0-1 Year,19.5,0,1,19.5,1,19.5,1.0,19.5
0311-UNPFF,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Yes,87.475,2-4 Years,3.4153846153846152,1,4,22.2,5,17.759999999999998,0.1923076923076923,454.87
6609-MXJHJ,Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,789.55,No,26.31833333333333,2-4 Years,0.8366666666666667,0,2,12.55,2,12.55,0.0666666666666666,394.775
2669-OIDSD,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,No,100.70833333333333,2-4 Years,2.084375,0,6,16.675,7,14.292857142857144,0.1458333333333333,690.5714285714286
8400-WZICQ,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,No,56.941818181818185,4-5 Years,1.0127272727272727,0,4,13.925,5,11.14,0.0909090909090909,626.36
3834-XUIFC,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,Yes,86.07857142857142,0-1 Year,12.171428571428573,1,4,21.3,5,17.04,0.7142857142857143,120.50999999999999
9576-SYUHJ,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,No,91.0608108108108,2-4 Years,2.4635135135135138,0,5,18.23,6,15.191666666666668,0.1621621621621621,561.5416666666666
0410-IPFTY,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,No,86.26290322580645,2-4 Years,2.704838709677419,0,4,20.9625,5,16.77,0.1612903225806451,534.83
2831-EBWRN,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,No,49.9375,0-1 Year,11.475,0,2,22.95,3,15.3,0.75,66.58333333333333
9430-NKQLY,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,No,24.87222222222222,5-6 Years,0.3486111111111111,0,2,12.55,2,12.55,0.0277777777777777,895.4
8414-MYSHR,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,Yes,89.95,0-1 Year,18.28,1,4,22.85,5,18.28,1.0,89.95
0247-SLUJI,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,No,19.7,0-1 Year,19.7,0,1,19.7,1,19.7,1.0,19.7
9402-ORRAH,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,No,93.35333333333332,1-2 Years,6.1,0,4,22.875,5,18.3,0.3333333333333333,280.06
6483-OATDN,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,No,51.45,0-1 Year,6.4125,0,3,17.099999999999998,4,12.825,0.5,102.9
1293-HHSHJ,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,No,21.17142857142857,2-4 Years,0.6028571428571429,0,1,21.1,1,21.1,0.0285714285714285,741.0
4840-ORQXB,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,No,104.30982142857144,4-5 Years,1.8705357142857144,0,7,14.964285714285714,8,13.09375,0.1428571428571428,730.16875
7599-FKVXZ,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,Yes,107.4452380952381,2-4 Years,2.5273809523809527,1,7,15.164285714285716,8,13.26875,0.1904761904761904,564.0875
3982-DQLUS,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,No,87.51461538461538,5-6 Years,1.3192307692307692,0,5,17.15,6,14.291666666666666,0.0923076923076923,948.0749999999999
8610-ZIKJJ,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,31.9,No,15.95,0-1 Year,10.15,0,1,20.3,1,20.3,0.5,31.9
3756-VNWDH,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,No,102.68692307692307,5-6 Years,1.55,0,6,16.791666666666668,7,14.392857142857142,0.1076923076923077,953.5214285714285
7801-KICAO,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,No,74.76388888888889,1-2 Years,4.1194444444444445,0,3,24.71666666666667,4,18.5375,0.2222222222222222,336.4375
7673-LPRNY,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No,80.13260869565217,1-2 Years,3.415217391304348,0,7,11.221428571428572,8,9.81875,0.3478260869565217,230.38125
8229-TNIQA,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,Yes,49.2375,0-1 Year,11.325,1,2,22.65,3,15.1,0.75,65.64999999999999
6060-QBMGV,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,No,20.482857142857142,5-6 Years,0.2835714285714286,0,1,19.85,1,19.85,0.0142857142857142,1433.8
7339-POGZN,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,No,53.6375,0-1 Year,12.675,0,3,16.900000000000002,4,12.675,1.0,53.6375
2828-SLQPF,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,No,45.57105263157895,1-2 Years,2.3684210526315788,0,2,22.5,3,15.0,0.1578947368421052,288.6166666666667
4465-VDKIQ,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,No,75.47777777777777,1-2 Years,4.322222222222222,0,4,19.45,5,15.56,0.2777777777777778,271.71999999999997
2921-XWDJH,Female,1,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,No,82.81973684210527,2-4 Years,2.196052631578948,0,4,20.8625,5,16.69,0.131578947368421,629.4300000000001
6221-AVQYL,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Yes,65.525,0-1 Year,36.625,1,3,24.416666666666668,4,18.3125,2.0,32.7625
2558-BUOZZ,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,No,96.50744680851065,2-4 Years,2.0170212765957447,0,6,15.8,7,13.542857142857144,0.1489361702127659,647.9785714285715
9257-AZMTZ,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,No,20.745192307692307,4-5 Years,0.3865384615384615,0,1,20.1,1,20.1,0.0192307692307692,1078.75
0003-MKNFE,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No,60.266666666666666,0-1 Year,6.655555555555555,0,4,14.975,5,11.98,0.5555555555555556,108.47999999999999
0975-UYDTX,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,No,88.94423076923077,2-4 Years,3.465384615384615,0,9,10.011111111111113,10,9.01,0.3846153846153846,231.25500000000002
7743-EXURX,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,Yes,51.88125,0-1 Year,6.38125,1,3,17.016666666666666,4,12.7625,0.5,103.7625
4682-BLBUC,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,No,73.87386363636364,2-4 Years,1.6125,0,6,11.825,7,10.135714285714286,0.1590909090909091,464.34999999999997
0975-VOOVL,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,No,32.833333333333336,0-1 Year,9.733333333333333,0,2,14.6,3,9.733333333333333,1.0,32.833333333333336
5968-VXZLG,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,No,43.95,0-1 Year,23.3,0,2,23.3,3,15.533333333333331,1.5,29.3
5569-KGJHX,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes,83.85,0-1 Year,9.483333333333333,1,4,21.3375,5,17.07,0.5555555555555556,150.93
4988-IQIGL,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,75.35,0-1 Year,75.35,1,3,25.116666666666664,4,18.8375,4.0,18.8375
