customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalChargesPerTenure,TenureGroup,MonthlyChargePerTenure,ChurnNumeric,ServiceCount,MonthlyChargePerService,TotalServiceCount,MonthlyChargePerTotalService,ServiceDensity
9208-OLGAQ,Female,1,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,80.20277777777778,1-2 Years,4.719444444444445,0,4,21.2375,5,16.990000000000002,0.2777777777777778
3244-CQPHU,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,107.59305555555557,5-6 Years,1.5291666666666666,0,8,13.7625,9,12.233333333333333,0.125
2674-MLXMN,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,97.90352112676057,5-6 Years,1.4035211267605634,0,6,16.608333333333334,7,14.235714285714286,0.09859154929577464
9708-HPXWZ,Male,1,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,42.95,0-1 Year,9.08,0,4,11.35,5,9.08,1.0
6992-TKNYO,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,70.2486842105263,2-4 Years,1.8157894736842104,0,6,11.5,7,9.857142857142858,0.18421052631578946
4468-YDOVK,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,47.04,0-1 Year,9.73,0,3,16.216666666666665,4,12.1625,0.8
3754-DXMRT,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,46.325,0-1 Year,22.075,1,2,22.075,3,14.716666666666667,1.5
5792-JALQC,Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No,59.67788461538461,4-5 Years,1.1509615384615386,0,5,11.97,6,9.975,0.11538461538461539
7130-VTEWQ,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,75.78125,0-1 Year,9.46875,1,3,25.25,4,18.9375,0.5
2200-DSAAL,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,78.38529411764705,5-6 Years,1.186029411764706,0,7,11.521428571428572,8,10.08125,0.11764705882352941
4302-ZYFEL,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,No,20.33478260869565,5-6 Years,0.2978260869565217,0,1,20.55,1,20.55,0.014492753623188406
9351-LZYGF,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,64.94761904761906,2-4 Years,1.580952380952381,0,6,11.066666666666668,7,9.485714285714286,0.16666666666666666
4366-CTOUZ,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,100.769,4-5 Years,2.004,0,6,16.7,7,14.314285714285715,0.14
6121-VZNQB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,19.1,0-1 Year,19.1,1,1,19.1,1,19.1,1.0
7903-CMPEY,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,80.3,0-1 Year,80.3,1,4,20.075,5,16.06,5.0
1518-OMDIK,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,44.32121212121212,2-4 Years,1.35,0,2,22.275,3,14.85,0.09090909090909091
6671-NGWON,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,No,21.514285714285712,0-1 Year,2.907142857142857,0,1,20.35,1,20.35,0.14285714285714285
0595-ITUDF,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,93.1328125,5-6 Years,1.434375,0,6,15.299999999999999,7,13.114285714285714,0.109375
6996-KNSML,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,74.9,0-1 Year,74.9,1,3,24.96666666666667,4,18.725,4.0
1955-IBMMB,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.2,1192.3,No,20.208474576271183,4-5 Years,0.3423728813559322,0,1,20.2,1,20.2,0.01694915254237288
0096-BXERS,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,No,52.425,0-1 Year,8.391666666666667,0,3,16.783333333333335,4,12.5875,0.6666666666666666
3806-YAZOV,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,56.0,No,18.666666666666668,0-1 Year,6.266666666666667,0,1,18.8,1,18.8,0.3333333333333333
7998-ZLXWN,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,No,22.05333333333333,1-2 Years,1.3633333333333333,0,1,20.45,1,20.45,0.06666666666666667
6253-WRFHY,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,No,67.48846153846154,1-2 Years,4.980769230769231,0,4,16.1875,5,12.95,0.38461538461538464
9133-AYJZG,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No,97.78695652173911,1-2 Years,4.291304347826087,0,6,16.45,7,14.1,0.30434782608695654
2675-OTVVJ,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,No,90.56935483870969,2-4 Years,2.885483870967742,0,5,17.89,6,14.908333333333333,0.1935483870967742
8680-CGLTP,Male,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2,No,58.4896551724138,2-4 Years,2.0258620689655173,0,5,11.75,6,9.791666666666666,0.20689655172413793
8430-TWCBX,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,No,21.062244897959182,4-5 Years,0.4224489795918367,0,1,20.7,1,20.7,0.02040816326530612
5018-GWURO,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,87.55,4-5 Years,1.5285714285714285,0,4,21.4,5,17.119999999999997,0.08928571428571429
6741-QRLUP,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,No,79.29126984126985,5-6 Years,1.2746031746031743,0,8,10.0375,9,8.922222222222222,0.14285714285714285
4737-HOBAX,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,79.90555555555555,5-6 Years,1.2666666666666666,0,7,11.4,8,9.975,0.12698412698412698
0537-QYZZN,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,No,77.40625,1-2 Years,3.327083333333333,0,4,19.9625,5,15.969999999999999,0.20833333333333334
3340-QBBFM,Male,1,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No,55.35694444444445,2-4 Years,1.5027777777777778,0,4,13.525,5,10.82,0.1388888888888889
1704-NRWYE,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,83.51666666666667,0-1 Year,8.983333333333333,1,3,26.95,4,20.2125,0.4444444444444444
2592-SEIFQ,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,22.316666666666663,0-1 Year,8.25,1,1,24.75,2,12.375,0.6666666666666666
8200-KLNYW,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,No,81.66428571428571,1-2 Years,3.852380952380953,0,7,11.557142857142859,8,10.1125,0.38095238095238093
3372-CDXFJ,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.5,343.6,No,26.430769230769236,1-2 Years,1.8846153846153848,0,2,12.25,2,12.25,0.15384615384615385
4781-ZXYGU,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,20.15,0-1 Year,20.15,0,1,20.15,1,20.15,1.0
7632-YUTXB,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,No,20.804,2-4 Years,0.802,0,1,20.05,1,20.05,0.04
2718-YSKCS,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,19.541549295774647,5-6 Years,0.276056338028169,0,1,19.6,1,19.6,0.014084507042253521
9896-UYMIE,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No,111.87424242424242,5-6 Years,1.7318181818181817,0,9,12.7,10,11.43,0.15151515151515152
0853-NWIFK,Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,No,99.64333333333332,2-4 Years,2.2288888888888887,0,6,16.716666666666665,7,14.328571428571427,0.15555555555555556
8212-CRQXP,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No,77.56590909090909,1-2 Years,3.636363636363636,0,3,26.666666666666668,4,20.0,0.18181818181818182
6980-CDGFC,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,No,19.811940298507466,5-6 Years,0.3111940298507463,0,1,20.85,1,20.85,0.014925373134328358
7691-XVTZH,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,87.85735294117647,5-6 Years,1.3227941176470588,0,5,17.990000000000002,6,14.991666666666667,0.08823529411764706
2520-SGTTA,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,0.0,No,0.0,0-1 Year,0.0,0,1,20.0,1,20.0,0.0
7481-ATQQS,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,92.16020408163266,4-5 Years,1.8540816326530607,1,5,18.169999999999998,6,15.141666666666666,0.12244897959183673
2277-VWCNI,Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,44.9625,0-1 Year,12.1875,0,3,16.25,4,12.1875,1.0
1088-CNNKB,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,No,80.0031746031746,5-6 Years,1.2698412698412698,0,8,10.0,9,8.88888888888889,0.14285714285714285
8642-GVWRF,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,82.5,0-1 Year,39.85,1,4,19.925,5,15.940000000000001,2.5
1930-BZLHI,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,422.7,No,20.128571428571423,1-2 Years,0.9690476190476192,0,1,20.35,1,20.35,0.047619047619047616
3400-ESFUW,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,55.38909090909091,4-5 Years,1.0463636363636364,1,5,11.51,6,9.591666666666667,0.10909090909090909
5868-YTYKS,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,20.25,0-1 Year,20.25,0,1,20.25,1,20.25,1.0
3525-DVKFN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,358.05,No,21.061764705882357,1-2 Years,1.1411764705882352,0,1,19.4,1,19.4,0.058823529411764705
1482-OXZSY,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No,97.875,2-4 Years,3.3466666666666667,0,6,16.733333333333334,7,14.342857142857143,0.23333333333333334
0377-JBKKT,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,No,57.809090909090905,1-2 Years,2.6340909090909093,0,5,11.59,6,9.658333333333333,0.2727272727272727
5778-BVOFB,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,58.89444444444444,0-1 Year,6.611111111111111,0,4,14.875,5,11.9,0.5555555555555556
3373-YZZYM,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,19.2,0-1 Year,19.2,0,1,19.2,1,19.2,1.0
2057-ZBLPD,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,86.12857142857143,1-2 Years,4.119047619047619,1,4,21.625,5,17.3,0.23809523809523808
0228-MAUWC,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,60.24210526315789,1-2 Years,3.134210526315789,0,5,11.91,6,9.924999999999999,0.3157894736842105
5502-RLUYV,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,107.92608695652171,5-6 Years,1.5065217391304349,1,7,14.85,8,12.99375,0.11594202898550725
0023-HGHWL,Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,25.1,0-1 Year,25.1,1,1,25.1,2,12.55,2.0
7663-YJHSN,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,104.95694444444445,5-6 Years,1.44375,0,8,12.99375,9,11.55,0.125
4915-BFSXL,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,No,69.41,5-6 Years,0.985,0,6,11.491666666666667,7,9.85,0.1
3086-RUCRN,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No,99.92424242424242,5-6 Years,1.562121212121212,0,8,12.8875,9,11.455555555555556,0.13636363636363635
5215-LNLDJ,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,21.292857142857144,0-1 Year,3.5285714285714285,0,1,24.7,2,12.35,0.2857142857142857
7576-JMYWV,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No,108.08913043478262,2-4 Years,2.395652173913044,0,8,13.775,9,12.244444444444445,0.1956521739130435
9039-RBEEE,Male,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,48.22692307692307,2-4 Years,1.255128205128205,1,5,9.790000000000001,6,8.158333333333333,0.15384615384615385
0257-KXZGU,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,63.9234375,2-4 Years,1.9515625,0,5,12.49,6,10.408333333333333,0.1875
1307-ATKGB,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,91.13125,1-2 Years,3.73125,0,5,17.91,6,14.924999999999999,0.25
8417-FMLZI,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,79.59166666666667,0-1 Year,13.925,1,4,20.8875,5,16.71,0.8333333333333334
3714-XPXBW,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No,80.4581081081081,2-4 Years,2.1324324324324326,0,8,9.8625,9,8.766666666666667,0.24324324324324326
1850-AKQEP,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,178.7,No,22.3375,0-1 Year,2.54375,0,1,20.35,1,20.35,0.125
2824-DXNKN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,69.80347222222223,5-6 Years,0.9923611111111112,0,6,11.908333333333333,7,10.207142857142857,0.09722222222222222
5227-JSCFE,Male,1,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,47.23098591549296,5-6 Years,0.6528169014084507,0,5,9.27,6,7.7250000000000005,0.08450704225352113
0848-ZGQIJ,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,91.321875,1-2 Years,5.915625,0,5,18.93,6,15.775,0.375
3621-CHYVB,Female,0,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,48.8140350877193,4-5 Years,0.875438596491228,0,5,9.98,6,8.316666666666666,0.10526315789473684
8042-RNLKO,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,No,25.74469696969697,5-6 Years,0.3856060606060606,0,2,12.725,2,12.725,0.030303030303030304
1792-UXAFY,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,88.0529411764706,1-2 Years,5.244117647058824,1,5,17.830000000000002,6,14.858333333333334,0.35294117647058826
5372-FBKBN,Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,No,21.53333333333333,1-2 Years,0.988095238095238,0,1,20.75,1,20.75,0.047619047619047616
0420-TXVSG,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,No,67.09772727272727,5-6 Years,1.0015151515151517,0,6,11.016666666666666,7,9.442857142857141,0.10606060606060606
6217-TOWGS,Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,77.79705882352941,1-2 Years,4.435294117647059,0,6,12.566666666666668,7,10.771428571428572,0.4117647058823529
0515-YPMCW,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,70.45,0-1 Year,70.45,1,2,35.225,3,23.483333333333334,3.0
0378-XSZPU,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,61.4448275862069,4-5 Years,1.039655172413793,1,5,12.059999999999999,6,10.049999999999999,0.10344827586206896
1045-LTCYT,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,139.75,No,17.46875,0-1 Year,2.63125,0,1,21.05,1,21.05,0.125
1544-JJMYL,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,No,71.38148148148149,2-4 Years,2.5685185185185184,0,6,11.558333333333332,7,9.907142857142857,0.25925925925925924
4636-JGAAI,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.85,3000.25,No,88.24264705882354,2-4 Years,2.613235294117647,0,5,17.77,6,14.808333333333332,0.17647058823529413
6874-SGLHU,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No,100.71,2-4 Years,3.2333333333333334,0,5,19.4,6,16.166666666666668,0.2
5951-AOFIH,Male,0,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.4,2245.4,No,68.04242424242425,2-4 Years,2.012121212121212,0,5,13.280000000000001,6,11.066666666666668,0.18181818181818182
4729-XKASR,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,24.75,0-1 Year,24.75,1,1,24.75,2,12.375,2.0
3059-NGMXB,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,69.2,944.65,No,67.475,1-2 Years,4.942857142857143,0,6,11.533333333333333,7,9.885714285714286,0.5
8652-YHIYU,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,No,79.0125,1-2 Years,4.96875,0,4,19.875,5,15.9,0.3125
5278-PNYOX,Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No,100.3622448979592,4-5 Years,2.054081632653061,0,6,16.775000000000002,7,14.37857142857143,0.14285714285714285
5449-FIBXJ,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,105.93157894736842,1-2 Years,5.436842105263158,1,7,14.757142857142856,8,12.9125,0.42105263157894735
3486-HOOGQ,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),79.7,5743.3,No,82.04714285714286,5-6 Years,1.1385714285714286,0,8,9.9625,9,8.855555555555556,0.12857142857142856
5061-PBXFW,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.4,1864.65,No,58.2703125,2-4 Years,1.91875,0,5,12.28,6,10.233333333333333,0.1875
8630-FJLIB,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,No,67.86944444444445,1-2 Years,3.8777777777777778,0,2,34.9,3,23.266666666666666,0.16666666666666666
3891-NLXJB,Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,40.55,1390.85,No,37.59054054054054,2-4 Years,1.095945945945946,0,4,10.1375,5,8.11,0.13513513513513514
4749-OJKQU,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.65,302.35,No,75.5875,0-1 Year,18.9125,0,3,25.21666666666667,4,18.9125,1.0
0577-WHMEV,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,No,85.93125,1-2 Years,5.66875,0,6,15.116666666666667,7,12.957142857142857,0.4375
5453-AXEPF,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.9,No,78.64117647058823,1-2 Years,4.735294117647059,0,4,20.125,5,16.1,0.29411764705882354
3639-XJHKQ,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,No,68.30526315789473,1-2 Years,3.1894736842105265,0,5,12.120000000000001,6,10.1,0.3157894736842105
3716-LRGXK,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),101.15,6067.4,No,101.12333333333332,4-5 Years,1.6858333333333335,0,6,16.858333333333334,7,14.450000000000001,0.11666666666666667
2263-SFSQZ,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,No,23.965686274509803,4-5 Years,0.4892156862745098,0,2,12.475,2,12.475,0.0392156862745098
9950-MTGYX,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.3,487.95,No,17.426785714285714,2-4 Years,0.725,0,1,20.3,1,20.3,0.03571428571428571
3397-AVTKU,Male,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,No,59.2686046511628,2-4 Years,1.3953488372093024,0,4,15.0,5,12.0,0.11627906976744186
4825-FUREZ,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,No,19.892857142857142,2-4 Years,0.4821428571428571,0,1,20.25,1,20.25,0.023809523809523808
9837-BMCLM,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,80.68333333333334,0-1 Year,26.166666666666668,1,3,26.166666666666668,4,19.625,1.3333333333333333
